home_team,away_team,home_goals,away_goals,result,season,season_start
Arsenal,Sunderland,2.0,0.0,H,2009-2010,2009
West Ham United,Hull City,3.0,0.0,H,2009-2010,2009
Wolverhampton Wanderers,Chelsea,0.0,2.0,A,2009-2010,2009
Portsmouth,Stoke City,1.0,2.0,A,2009-2010,2009
Blackburn Rovers,Bolton Wanderers,3.0,0.0,H,2009-2010,2009
Aston Villa,Burnley,5.0,2.0,H,2009-2010,2009
Fulham,Birmingham City,2.0,1.0,H,2009-2010,2009
Manchester City,Liverpool,0.0,0.0,D,2009-2010,2009
Wigan Athletic,Tottenham Hotspur,0.0,3.0,A,2009-2010,2009
Manchester United,West Ham United,3.0,0.0,H,2009-2010,2009
Chelsea,Manchester City,2.0,4.0,A,2009-2010,2009
Birmingham City,Wigan Athletic,1.0,0.0,H,2009-2010,2009
Bolton Wanderers,Wolverhampton Wanderers,1.0,0.0,H,2009-2010,2009
Burnley,Portsmouth,1.0,2.0,A,2009-2010,2009
Stoke City,Arsenal,1.0,3.0,A,2009-2010,2009
Tottenham Hotspur,Everton,2.0,1.0,H,2009-2010,2009
Liverpool,Blackburn Rovers,2.0,1.0,H,2009-2010,2009
Sunderland,Fulham,0.0,0.0,D,2009-2010,2009
Arsenal,Burnley,3.0,1.0,H,2009-2010,2009
West Ham United,Bolton Wanderers,1.0,2.0,A,2009-2010,2009
Wolverhampton Wanderers,Manchester United,0.0,1.0,A,2009-2010,2009
Everton,Hull City,5.0,1.0,H,2009-2010,2009
Wigan Athletic,Liverpool,1.0,0.0,H,2009-2010,2009
Portsmouth,Birmingham City,1.0,2.0,A,2009-2010,2009
Sunderland,Bolton Wanderers,4.0,0.0,H,2009-2010,2009
Burnley,Stoke City,1.0,1.0,D,2009-2010,2009
Tottenham Hotspur,Blackburn Rovers,3.0,1.0,H,2009-2010,2009
Birmingham City,Everton,2.0,2.0,D,2009-2010,2009
Bolton Wanderers,Wigan Athletic,4.0,0.0,H,2009-2010,2009
Burnley,Wolverhampton Wanderers,1.0,2.0,A,2009-2010,2009
Chelsea,West Ham United,4.0,1.0,H,2009-2010,2009
Stoke City,Aston Villa,0.0,0.0,D,2009-2010,2009
Hull City,Arsenal,1.0,2.0,A,2009-2010,2009
Manchester United,Fulham,3.0,0.0,H,2009-2010,2009
Sunderland,Manchester City,1.0,1.0,D,2009-2010,2009
Liverpool,Portsmouth,4.0,1.0,H,2009-2010,2009
Wigan Athletic,Aston Villa,1.0,2.0,A,2009-2010,2009
Aston Villa,Wolverhampton Wanderers,2.0,2.0,D,2009-2010,2009
Everton,Bolton Wanderers,2.0,0.0,H,2009-2010,2009
Portsmouth,Hull City,3.0,2.0,H,2009-2010,2009
Stoke City,Tottenham Hotspur,1.0,2.0,A,2009-2010,2009
Sunderland,Birmingham City,3.0,1.0,H,2009-2010,2009
Wigan Athletic,Burnley,1.0,0.0,H,2009-2010,2009
Arsenal,West Ham United,2.0,0.0,H,2009-2010,2009
Manchester United,Liverpool,2.0,1.0,H,2009-2010,2009
Fulham,Manchester City,1.0,2.0,A,2009-2010,2009
Blackburn Rovers,Chelsea,1.0,1.0,D,2009-2010,2009
West Ham United,Wolverhampton Wanderers,1.0,3.0,A,2009-2010,2009
Aston Villa,Sunderland,1.0,1.0,D,2009-2010,2009
Manchester City,Everton,0.0,2.0,A,2009-2010,2009
Portsmouth,Chelsea,0.0,5.0,A,2009-2010,2009
Blackburn Rovers,Birmingham City,2.0,1.0,H,2009-2010,2009
Birmingham City,Arsenal,1.0,1.0,D,2009-2010,2009
Chelsea,Aston Villa,7.0,1.0,H,2009-2010,2009
Hull City,Fulham,2.0,0.0,H,2009-2010,2009
Tottenham Hotspur,Portsmouth,2.0,0.0,H,2009-2010,2009
West Ham United,Stoke City,0.0,1.0,A,2009-2010,2009
Wolverhampton Wanderers,Everton,0.0,0.0,D,2009-2010,2009
Bolton Wanderers,Manchester United,0.0,4.0,A,2009-2010,2009
Burnley,Blackburn Rovers,0.0,1.0,A,2009-2010,2009
Liverpool,Sunderland,3.0,0.0,H,2009-2010,2009
Manchester City,Wigan Athletic,3.0,0.0,H,2009-2010,2009
Manchester United,Chelsea,1.0,2.0,A,2009-2010,2009
Arsenal,Wolverhampton Wanderers,1.0,0.0,H,2009-2010,2009
Bolton Wanderers,Aston Villa,0.0,1.0,A,2009-2010,2009
Portsmouth,Blackburn Rovers,0.0,0.0,D,2009-2010,2009
Stoke City,Hull City,2.0,0.0,H,2009-2010,2009
Sunderland,Tottenham Hotspur,3.0,1.0,H,2009-2010,2009
Burnley,Manchester City,1.0,6.0,A,2009-2010,2009
Birmingham City,Liverpool,1.0,1.0,D,2009-2010,2009
Fulham,Wigan Athletic,2.0,1.0,H,2009-2010,2009
Everton,West Ham United,2.0,2.0,D,2009-2010,2009
Hull City,Burnley,1.0,4.0,A,2009-2010,2009
West Ham United,Sunderland,1.0,0.0,H,2009-2010,2009
Wolverhampton Wanderers,Stoke City,0.0,0.0,D,2009-2010,2009
Blackburn Rovers,Manchester United,0.0,0.0,D,2009-2010,2009
Liverpool,Fulham,0.0,0.0,D,2009-2010,2009
Manchester City,Birmingham City,5.0,1.0,H,2009-2010,2009
Chelsea,Bolton Wanderers,1.0,0.0,H,2009-2010,2009
Aston Villa,Everton,2.0,2.0,D,2009-2010,2009
Wigan Athletic,Portsmouth,0.0,0.0,D,2009-2010,2009
Tottenham Hotspur,Arsenal,2.0,1.0,H,2009-2010,2009
Manchester City,Manchester United,0.0,1.0,A,2009-2010,2009
Birmingham City,Hull City,0.0,0.0,D,2009-2010,2009
Blackburn Rovers,Everton,2.0,3.0,A,2009-2010,2009
Fulham,Wolverhampton Wanderers,0.0,0.0,D,2009-2010,2009
Stoke City,Bolton Wanderers,1.0,2.0,A,2009-2010,2009
Sunderland,Burnley,2.0,1.0,H,2009-2010,2009
Tottenham Hotspur,Chelsea,2.0,1.0,H,2009-2010,2009
Wigan Athletic,Arsenal,3.0,2.0,H,2009-2010,2009
Portsmouth,Aston Villa,1.0,2.0,A,2009-2010,2009
Liverpool,West Ham United,3.0,0.0,H,2009-2010,2009
Hull City,Aston Villa,0.0,2.0,A,2009-2010,2009
Manchester United,Tottenham Hotspur,3.0,1.0,H,2009-2010,2009
Bolton Wanderers,Portsmouth,2.0,2.0,D,2009-2010,2009
Hull City,Sunderland,0.0,1.0,A,2009-2010,2009
West Ham United,Wigan Athletic,3.0,2.0,H,2009-2010,2009
Wolverhampton Wanderers,Blackburn Rovers,1.0,1.0,D,2009-2010,2009
Arsenal,Manchester City,0.0,0.0,D,2009-2010,2009
Aston Villa,Birmingham City,1.0,0.0,H,2009-2010,2009
Burnley,Liverpool,0.0,4.0,A,2009-2010,2009
Everton,Fulham,2.0,1.0,H,2009-2010,2009
Chelsea,Stoke City,7.0,0.0,H,2009-2010,2009
Birmingham City,Burnley,2.0,1.0,H,2009-2010,2009
Manchester City,Aston Villa,3.0,1.0,H,2009-2010,2009
Portsmouth,Wolverhampton Wanderers,3.0,1.0,H,2009-2010,2009
Stoke City,Everton,0.0,0.0,D,2009-2010,2009
Tottenham Hotspur,Bolton Wanderers,1.0,0.0,H,2009-2010,2009
Liverpool,Chelsea,0.0,2.0,A,2009-2010,2009
Fulham,West Ham United,3.0,2.0,H,2009-2010,2009
Sunderland,Manchester United,0.0,1.0,A,2009-2010,2009
Wigan Athletic,Hull City,2.0,2.0,D,2009-2010,2009
Blackburn Rovers,Arsenal,2.0,1.0,H,2009-2010,2009
Fulham,Stoke City,0.0,1.0,A,2009-2010,2009
Manchester City,Tottenham Hotspur,0.0,1.0,A,2009-2010,2009
Arsenal,Fulham,4.0,0.0,H,2009-2010,2009
Aston Villa,Blackburn Rovers,0.0,1.0,A,2009-2010,2009
Bolton Wanderers,Birmingham City,2.0,1.0,H,2009-2010,2009
Burnley,Tottenham Hotspur,4.0,2.0,H,2009-2010,2009
Chelsea,Wigan Athletic,8.0,0.0,H,2009-2010,2009
Everton,Portsmouth,1.0,0.0,H,2009-2010,2009
Hull City,Liverpool,0.0,0.0,D,2009-2010,2009
Manchester United,Stoke City,4.0,0.0,H,2009-2010,2009
West Ham United,Manchester City,1.0,1.0,D,2009-2010,2009
Wolverhampton Wanderers,Sunderland,2.0,1.0,H,2009-2010,2009
Tottenham Hotspur,Manchester City,0.0,0.0,D,2010-2011,2010
Aston Villa,West Ham United,3.0,0.0,H,2010-2011,2010
Blackburn Rovers,Everton,1.0,0.0,H,2010-2011,2010
Bolton Wanderers,Fulham,0.0,0.0,D,2010-2011,2010
Sunderland,Birmingham City,2.0,2.0,D,2010-2011,2010
Wigan Athletic,Blackpool,0.0,4.0,A,2010-2011,2010
Wolverhampton Wanderers,Stoke City,2.0,1.0,H,2010-2011,2010
Chelsea,West Bromwich Albion,6.0,0.0,H,2010-2011,2010
Liverpool,Arsenal,1.0,1.0,D,2010-2011,2010
Manchester United,Newcastle United,3.0,0.0,H,2010-2011,2010
Arsenal,Blackpool,6.0,0.0,H,2010-2011,2010
Birmingham City,Blackburn Rovers,2.0,1.0,H,2010-2011,2010
Everton,Wolverhampton Wanderers,1.0,1.0,D,2010-2011,2010
Stoke City,Tottenham Hotspur,1.0,2.0,A,2010-2011,2010
West Bromwich Albion,Sunderland,1.0,0.0,H,2010-2011,2010
West Ham United,Bolton Wanderers,1.0,3.0,A,2010-2011,2010
Wigan Athletic,Chelsea,0.0,6.0,A,2010-2011,2010
Newcastle United,Aston Villa,6.0,0.0,H,2010-2011,2010
Fulham,Manchester United,2.0,2.0,D,2010-2011,2010
Manchester City,Liverpool,3.0,0.0,H,2010-2011,2010
Blackburn Rovers,Arsenal,1.0,2.0,A,2010-2011,2010
Blackpool,Fulham,2.0,2.0,D,2010-2011,2010
Chelsea,Stoke City,2.0,0.0,H,2010-2011,2010
Tottenham Hotspur,Wigan Athletic,0.0,1.0,A,2010-2011,2010
Wolverhampton Wanderers,Newcastle United,1.0,1.0,D,2010-2011,2010
Manchester United,West Ham United,3.0,0.0,H,2010-2011,2010
Bolton Wanderers,Birmingham City,2.0,2.0,D,2010-2011,2010
Liverpool,West Bromwich Albion,1.0,0.0,H,2010-2011,2010
Sunderland,Manchester City,1.0,0.0,H,2010-2011,2010
Aston Villa,Everton,1.0,0.0,H,2010-2011,2010
Everton,Manchester United,3.0,3.0,D,2010-2011,2010
Arsenal,Bolton Wanderers,4.0,1.0,H,2010-2011,2010
Fulham,Wolverhampton Wanderers,2.0,1.0,H,2010-2011,2010
Manchester City,Blackburn Rovers,1.0,1.0,D,2010-2011,2010
Newcastle United,Blackpool,0.0,2.0,A,2010-2011,2010
West Bromwich Albion,Tottenham Hotspur,1.0,1.0,D,2010-2011,2010
West Ham United,Chelsea,1.0,3.0,A,2010-2011,2010
Wigan Athletic,Sunderland,1.0,1.0,D,2010-2011,2010
Birmingham City,Liverpool,0.0,0.0,D,2010-2011,2010
Stoke City,Aston Villa,2.0,1.0,H,2010-2011,2010
Stoke City,West Ham United,1.0,1.0,D,2010-2011,2010
Aston Villa,Bolton Wanderers,1.0,1.0,D,2010-2011,2010
Blackburn Rovers,Fulham,1.0,1.0,D,2010-2011,2010
Everton,Newcastle United,0.0,1.0,A,2010-2011,2010
Tottenham Hotspur,Wolverhampton Wanderers,3.0,1.0,H,2010-2011,2010
West Bromwich Albion,Birmingham City,3.0,1.0,H,2010-2011,2010
Sunderland,Arsenal,1.0,1.0,D,2010-2011,2010
Manchester United,Liverpool,3.0,2.0,H,2010-2011,2010
Wigan Athletic,Manchester City,0.0,2.0,A,2010-2011,2010
Chelsea,Blackpool,4.0,0.0,H,2010-2011,2010
Manchester City,Chelsea,1.0,0.0,H,2010-2011,2010
Arsenal,West Bromwich Albion,2.0,3.0,A,2010-2011,2010
Birmingham City,Wigan Athletic,0.0,0.0,D,2010-2011,2010
Blackpool,Blackburn Rovers,1.0,2.0,A,2010-2011,2010
Fulham,Everton,0.0,0.0,D,2010-2011,2010
Liverpool,Sunderland,2.0,2.0,D,2010-2011,2010
West Ham United,Tottenham Hotspur,1.0,0.0,H,2010-2011,2010
Bolton Wanderers,Manchester United,2.0,2.0,D,2010-2011,2010
Wolverhampton Wanderers,Aston Villa,1.0,2.0,A,2010-2011,2010
Newcastle United,Stoke City,1.0,2.0,A,2010-2011,2010
Wigan Athletic,Wolverhampton Wanderers,2.0,0.0,H,2010-2011,2010
Birmingham City,Everton,0.0,2.0,A,2010-2011,2010
Stoke City,Blackburn Rovers,1.0,0.0,H,2010-2011,2010
Sunderland,Manchester United,0.0,0.0,D,2010-2011,2010
Tottenham Hotspur,Aston Villa,2.0,1.0,H,2010-2011,2010
West Bromwich Albion,Bolton Wanderers,1.0,1.0,D,2010-2011,2010
West Ham United,Fulham,1.0,1.0,D,2010-2011,2010
Manchester City,Newcastle United,2.0,1.0,H,2010-2011,2010
Liverpool,Blackpool,1.0,2.0,A,2010-2011,2010
Chelsea,Arsenal,2.0,0.0,H,2010-2011,2010
Arsenal,Birmingham City,2.0,1.0,H,2010-2011,2010
Bolton Wanderers,Stoke City,2.0,1.0,H,2010-2011,2010
Fulham,Tottenham Hotspur,1.0,2.0,A,2010-2011,2010
Manchester United,West Bromwich Albion,2.0,2.0,D,2010-2011,2010
Newcastle United,Wigan Athletic,2.0,2.0,D,2010-2011,2010
Wolverhampton Wanderers,West Ham United,1.0,1.0,D,2010-2011,2010
Aston Villa,Chelsea,0.0,0.0,D,2010-2011,2010
Everton,Liverpool,2.0,0.0,H,2010-2011,2010
Blackpool,Manchester City,2.0,3.0,A,2010-2011,2010
Blackburn Rovers,Sunderland,0.0,0.0,D,2010-2011,2010
Tottenham Hotspur,Everton,1.0,1.0,D,2010-2011,2010
Birmingham City,Blackpool,2.0,0.0,H,2010-2011,2010
Chelsea,Wolverhampton Wanderers,2.0,0.0,H,2010-2011,2010
Sunderland,Aston Villa,1.0,0.0,H,2010-2011,2010
West Bromwich Albion,Fulham,2.0,1.0,H,2010-2011,2010
Wigan Athletic,Bolton Wanderers,1.0,1.0,D,2010-2011,2010
West Ham United,Newcastle United,1.0,2.0,A,2010-2011,2010
Stoke City,Manchester United,1.0,2.0,A,2010-2011,2010
Liverpool,Blackburn Rovers,2.0,1.0,H,2010-2011,2010
Manchester City,Arsenal,0.0,3.0,A,2010-2011,2010
Arsenal,West Ham United,1.0,0.0,H,2010-2011,2010
Blackburn Rovers,Chelsea,1.0,2.0,A,2010-2011,2010
Everton,Stoke City,1.0,0.0,H,2010-2011,2010
Fulham,Wigan Athletic,2.0,0.0,H,2010-2011,2010
Wolverhampton Wanderers,Manchester City,2.0,1.0,H,2010-2011,2010
Manchester United,Tottenham Hotspur,2.0,0.0,H,2010-2011,2010
Aston Villa,Birmingham City,0.0,0.0,D,2010-2011,2010
Newcastle United,Sunderland,5.0,1.0,H,2010-2011,2010
Bolton Wanderers,Liverpool,0.0,1.0,A,2010-2011,2010
Blackpool,West Bromwich Albion,2.0,1.0,H,2010-2011,2010
Bolton Wanderers,Tottenham Hotspur,4.0,2.0,H,2010-2011,2010
Birmingham City,West Ham United,2.0,2.0,D,2010-2011,2010
Blackburn Rovers,Wigan Athletic,2.0,1.0,H,2010-2011,2010
Blackpool,Everton,2.0,2.0,D,2010-2011,2010
Fulham,Aston Villa,1.0,1.0,D,2010-2011,2010
Manchester United,Wolverhampton Wanderers,2.0,1.0,H,2010-2011,2010
Sunderland,Stoke City,2.0,0.0,H,2010-2011,2010
Arsenal,Newcastle United,0.0,1.0,A,2010-2011,2010
West Bromwich Albion,Manchester City,0.0,2.0,A,2010-2011,2010
Liverpool,Chelsea,2.0,0.0,H,2010-2011,2010
Stoke City,Birmingham City,3.0,2.0,H,2010-2011,2010
Tottenham Hotspur,Sunderland,1.0,1.0,D,2010-2011,2010
Aston Villa,Blackpool,3.0,2.0,H,2010-2011,2010
Chelsea,Fulham,1.0,0.0,H,2010-2011,2010
Newcastle United,Blackburn Rovers,1.0,2.0,A,2010-2011,2010
West Ham United,West Bromwich Albion,2.0,2.0,D,2010-2011,2010
Wigan Athletic,Liverpool,1.0,1.0,D,2010-2011,2010
Wolverhampton Wanderers,Arsenal,0.0,2.0,A,2010-2011,2010
Everton,Bolton Wanderers,1.0,1.0,D,2010-2011,2010
Manchester City,Manchester United,0.0,0.0,D,2010-2011,2010
Aston Villa,Manchester United,2.0,2.0,D,2010-2011,2010
Manchester City,Birmingham City,0.0,0.0,D,2010-2011,2010
Newcastle United,Fulham,0.0,0.0,D,2010-2011,2010
Tottenham Hotspur,Blackburn Rovers,4.0,2.0,H,2010-2011,2010
West Ham United,Blackpool,0.0,0.0,D,2010-2011,2010
Wigan Athletic,West Bromwich Albion,1.0,0.0,H,2010-2011,2010
Wolverhampton Wanderers,Bolton Wanderers,2.0,3.0,A,2010-2011,2010
Stoke City,Liverpool,2.0,0.0,H,2010-2011,2010
Everton,Arsenal,1.0,2.0,A,2010-2011,2010
Chelsea,Sunderland,0.0,3.0,A,2010-2011,2010
Arsenal,Tottenham Hotspur,2.0,3.0,A,2010-2011,2010
Birmingham City,Chelsea,1.0,0.0,H,2010-2011,2010
Blackpool,Wolverhampton Wanderers,2.0,1.0,H,2010-2011,2010
Bolton Wanderers,Newcastle United,5.0,1.0,H,2010-2011,2010
Manchester United,Wigan Athletic,2.0,0.0,H,2010-2011,2010
West Bromwich Albion,Stoke City,0.0,3.0,A,2010-2011,2010
Liverpool,West Ham United,3.0,0.0,H,2010-2011,2010
Blackburn Rovers,Aston Villa,2.0,0.0,H,2010-2011,2010
Fulham,Manchester City,1.0,4.0,A,2010-2011,2010
Sunderland,Everton,2.0,2.0,D,2010-2011,2010
Aston Villa,Arsenal,2.0,4.0,A,2010-2011,2010
Bolton Wanderers,Blackpool,2.0,2.0,D,2010-2011,2010
Everton,West Bromwich Albion,1.0,4.0,A,2010-2011,2010
Fulham,Birmingham City,1.0,1.0,D,2010-2011,2010
Manchester United,Blackburn Rovers,7.0,1.0,H,2010-2011,2010
Stoke City,Manchester City,1.0,1.0,D,2010-2011,2010
West Ham United,Wigan Athletic,3.0,1.0,H,2010-2011,2010
Wolverhampton Wanderers,Sunderland,3.0,2.0,H,2010-2011,2010
Newcastle United,Chelsea,1.0,1.0,D,2010-2011,2010
Tottenham Hotspur,Liverpool,2.0,1.0,H,2010-2011,2010
Arsenal,Fulham,2.0,1.0,H,2010-2011,2010
Birmingham City,Tottenham Hotspur,1.0,1.0,D,2010-2011,2010
Blackburn Rovers,Wolverhampton Wanderers,3.0,0.0,H,2010-2011,2010
Chelsea,Everton,1.0,1.0,D,2010-2011,2010
Manchester City,Bolton Wanderers,1.0,0.0,H,2010-2011,2010
Wigan Athletic,Stoke City,2.0,2.0,D,2010-2011,2010
West Bromwich Albion,Newcastle United,3.0,1.0,H,2010-2011,2010
Sunderland,West Ham United,1.0,0.0,H,2010-2011,2010
Liverpool,Aston Villa,3.0,0.0,H,2010-2011,2010
Aston Villa,West Bromwich Albion,2.0,1.0,H,2010-2011,2010
Everton,Wigan Athletic,0.0,0.0,D,2010-2011,2010
Fulham,Sunderland,0.0,0.0,D,2010-2011,2010
Stoke City,Blackpool,0.0,1.0,A,2010-2011,2010
West Ham United,Manchester City,1.0,3.0,A,2010-2011,2010
Newcastle United,Liverpool,3.0,1.0,H,2010-2011,2010
Bolton Wanderers,Blackburn Rovers,2.0,1.0,H,2010-2011,2010
Wolverhampton Wanderers,Birmingham City,1.0,0.0,H,2010-2011,2010
Tottenham Hotspur,Chelsea,1.0,1.0,D,2010-2011,2010
Manchester United,Arsenal,1.0,0.0,H,2010-2011,2010
Sunderland,Bolton Wanderers,1.0,0.0,H,2010-2011,2010
Blackburn Rovers,West Ham United,1.0,1.0,D,2010-2011,2010
Manchester City,Everton,1.0,2.0,A,2010-2011,2010
Fulham,West Ham United,1.0,3.0,A,2010-2011,2010
Blackburn Rovers,Stoke City,0.0,2.0,A,2010-2011,2010
Bolton Wanderers,West Bromwich Albion,2.0,0.0,H,2010-2011,2010
Manchester United,Sunderland,2.0,0.0,H,2010-2011,2010
Newcastle United,Manchester City,1.0,3.0,A,2010-2011,2010
Wolverhampton Wanderers,Wigan Athletic,1.0,2.0,A,2010-2011,2010
Aston Villa,Tottenham Hotspur,1.0,2.0,A,2010-2011,2010
Arsenal,Chelsea,3.0,1.0,H,2010-2011,2010
Manchester City,Aston Villa,4.0,0.0,H,2010-2011,2010
Stoke City,Fulham,0.0,2.0,A,2010-2011,2010
Sunderland,Blackpool,0.0,2.0,A,2010-2011,2010
Tottenham Hotspur,Newcastle United,2.0,0.0,H,2010-2011,2010
West Bromwich Albion,Blackburn Rovers,1.0,3.0,A,2010-2011,2010
West Ham United,Everton,1.0,1.0,D,2010-2011,2010
Birmingham City,Manchester United,1.0,1.0,D,2010-2011,2010
Chelsea,Bolton Wanderers,1.0,0.0,H,2010-2011,2010
Wigan Athletic,Arsenal,2.0,2.0,D,2010-2011,2010
Liverpool,Wolverhampton Wanderers,0.0,1.0,A,2010-2011,2010
West Bromwich Albion,Manchester United,1.0,2.0,A,2010-2011,2010
Liverpool,Bolton Wanderers,2.0,1.0,H,2010-2011,2010
Manchester City,Blackpool,1.0,0.0,H,2010-2011,2010
Stoke City,Everton,2.0,0.0,H,2010-2011,2010
Sunderland,Blackburn Rovers,3.0,0.0,H,2010-2011,2010
Tottenham Hotspur,Fulham,1.0,0.0,H,2010-2011,2010
West Ham United,Wolverhampton Wanderers,2.0,0.0,H,2010-2011,2010
Birmingham City,Arsenal,0.0,3.0,A,2010-2011,2010
Chelsea,Aston Villa,3.0,3.0,D,2010-2011,2010
Wigan Athletic,Newcastle United,0.0,1.0,A,2010-2011,2010
Blackpool,Birmingham City,1.0,2.0,A,2010-2011,2010
Fulham,West Bromwich Albion,3.0,0.0,H,2010-2011,2010
Manchester United,Stoke City,2.0,1.0,H,2010-2011,2010
Arsenal,Manchester City,0.0,0.0,D,2010-2011,2010
Aston Villa,Sunderland,0.0,1.0,A,2010-2011,2010
Newcastle United,West Ham United,5.0,0.0,H,2010-2011,2010
Wolverhampton Wanderers,Chelsea,1.0,0.0,H,2010-2011,2010
Blackburn Rovers,Liverpool,3.0,1.0,H,2010-2011,2010
Bolton Wanderers,Wigan Athletic,1.0,1.0,D,2010-2011,2010
Everton,Tottenham Hotspur,2.0,1.0,H,2010-2011,2010
Blackpool,Liverpool,2.0,1.0,H,2010-2011,2010
Chelsea,Blackburn Rovers,2.0,0.0,H,2010-2011,2010
Manchester City,Wolverhampton Wanderers,4.0,3.0,H,2010-2011,2010
Stoke City,Bolton Wanderers,2.0,0.0,H,2010-2011,2010
West Bromwich Albion,Blackpool,3.0,2.0,H,2010-2011,2010
Wigan Athletic,Fulham,1.0,1.0,D,2010-2011,2010
West Ham United,Arsenal,0.0,3.0,A,2010-2011,2010
Birmingham City,Aston Villa,1.0,1.0,D,2010-2011,2010
Sunderland,Newcastle United,1.0,1.0,D,2010-2011,2010
Liverpool,Everton,2.0,2.0,D,2010-2011,2010
Tottenham Hotspur,Manchester United,0.0,0.0,D,2010-2011,2010
Wolverhampton Wanderers,Liverpool,0.0,3.0,A,2010-2011,2010
Arsenal,Wigan Athletic,3.0,0.0,H,2010-2011,2010
Blackpool,Sunderland,1.0,2.0,A,2010-2011,2010
Everton,West Ham United,2.0,2.0,D,2010-2011,2010
Fulham,Stoke City,2.0,0.0,H,2010-2011,2010
Manchester United,Birmingham City,5.0,0.0,H,2010-2011,2010
Newcastle United,Tottenham Hotspur,1.0,1.0,D,2010-2011,2010
Aston Villa,Manchester City,1.0,0.0,H,2010-2011,2010
Blackburn Rovers,West Bromwich Albion,2.0,0.0,H,2010-2011,2010
Bolton Wanderers,Chelsea,0.0,4.0,A,2010-2011,2010
Blackpool,Manchester United,2.0,3.0,A,2010-2011,2010
Wigan Athletic,Aston Villa,1.0,2.0,A,2010-2011,2010
Liverpool,Fulham,1.0,0.0,H,2010-2011,2010
Arsenal,Everton,2.0,1.0,H,2010-2011,2010
Sunderland,Chelsea,2.0,4.0,A,2010-2011,2010
Manchester United,Aston Villa,3.0,1.0,H,2010-2011,2010
West Bromwich Albion,Wigan Athletic,2.0,2.0,D,2010-2011,2010
Birmingham City,Manchester City,2.0,2.0,D,2010-2011,2010
Blackburn Rovers,Tottenham Hotspur,0.0,1.0,A,2010-2011,2010
Blackpool,West Ham United,1.0,3.0,A,2010-2011,2010
Bolton Wanderers,Wolverhampton Wanderers,1.0,0.0,H,2010-2011,2010
Fulham,Newcastle United,1.0,0.0,H,2010-2011,2010
Liverpool,Stoke City,2.0,0.0,H,2010-2011,2010
Stoke City,Sunderland,3.0,2.0,H,2010-2011,2010
Aston Villa,Fulham,2.0,2.0,D,2010-2011,2010
Everton,Blackpool,5.0,3.0,H,2010-2011,2010
Manchester City,West Bromwich Albion,3.0,0.0,H,2010-2011,2010
Newcastle United,Arsenal,4.0,4.0,D,2010-2011,2010
Tottenham Hotspur,Bolton Wanderers,2.0,1.0,H,2010-2011,2010
Wigan Athletic,Blackburn Rovers,4.0,3.0,H,2010-2011,2010
Wolverhampton Wanderers,Manchester United,2.0,1.0,H,2010-2011,2010
West Ham United,Birmingham City,0.0,1.0,A,2010-2011,2010
Chelsea,Liverpool,0.0,1.0,A,2010-2011,2010
Manchester United,Manchester City,2.0,1.0,H,2010-2011,2010
Arsenal,Wolverhampton Wanderers,2.0,0.0,H,2010-2011,2010
Birmingham City,Stoke City,1.0,0.0,H,2010-2011,2010
Blackburn Rovers,Newcastle United,0.0,0.0,D,2010-2011,2010
Blackpool,Aston Villa,1.0,1.0,D,2010-2011,2010
Liverpool,Wigan Athletic,1.0,1.0,D,2010-2011,2010
West Bromwich Albion,West Ham United,3.0,3.0,D,2010-2011,2010
Sunderland,Tottenham Hotspur,1.0,2.0,A,2010-2011,2010
Bolton Wanderers,Everton,2.0,0.0,H,2010-2011,2010
Fulham,Chelsea,0.0,0.0,D,2010-2011,2010
Birmingham City,Newcastle United,0.0,2.0,A,2010-2011,2010
West Bromwich Albion,Wolverhampton Wanderers,1.0,1.0,D,2010-2011,2010
Blackpool,Tottenham Hotspur,3.0,1.0,H,2010-2011,2010
Arsenal,Stoke City,1.0,0.0,H,2010-2011,2010
Aston Villa,Blackburn Rovers,4.0,1.0,H,2010-2011,2010
Everton,Sunderland,2.0,0.0,H,2010-2011,2010
Newcastle United,Bolton Wanderers,1.0,1.0,D,2010-2011,2010
Wigan Athletic,Manchester United,0.0,4.0,A,2010-2011,2010
Wolverhampton Wanderers,Blackpool,4.0,0.0,H,2010-2011,2010
West Ham United,Liverpool,3.0,1.0,H,2010-2011,2010
Manchester City,Fulham,1.0,1.0,D,2010-2011,2010
Stoke City,West Bromwich Albion,1.0,1.0,D,2010-2011,2010
Chelsea,Manchester United,2.0,1.0,H,2010-2011,2010
Birmingham City,West Bromwich Albion,1.0,3.0,A,2010-2011,2010
Arsenal,Sunderland,0.0,0.0,D,2010-2011,2010
Bolton Wanderers,Aston Villa,3.0,2.0,H,2010-2011,2010
Fulham,Blackburn Rovers,3.0,2.0,H,2010-2011,2010
Newcastle United,Everton,1.0,2.0,A,2010-2011,2010
West Ham United,Stoke City,3.0,0.0,H,2010-2011,2010
Manchester City,Wigan Athletic,1.0,0.0,H,2010-2011,2010
Liverpool,Manchester United,3.0,1.0,H,2010-2011,2010
Wolverhampton Wanderers,Tottenham Hotspur,3.0,3.0,D,2010-2011,2010
Blackpool,Chelsea,1.0,3.0,A,2010-2011,2010
Everton,Birmingham City,1.0,1.0,D,2010-2011,2010
Tottenham Hotspur,West Ham United,0.0,0.0,D,2010-2011,2010
Aston Villa,Wolverhampton Wanderers,0.0,1.0,A,2010-2011,2010
Blackburn Rovers,Blackpool,2.0,2.0,D,2010-2011,2010
